TEXT,cEXT,cNEU,cAGR,cCON,cOPN
I speak blunt truths even if they cut I collect perspectives the way others collect stamps Spontaneity steers my daily map I catch storms of doubt over clear skies I talk my ideas into existence with anyone nearby,y,y,n,n,y
Gentle words soften the hardest debates Stress lingers even in calm rooms Abstract ideas glitter brighter than gold Formality suffocates my freeform workflow Small talk drains my battery to red,n,y,y,n,y
"Practical solutions beat abstract theories After social storms, I retreat into books Punctuality is my silent love language I catch storms of doubt over clear skies Kindness feels like common sense in motion",n,y,y,y,n
"I listen first, judge later, if ever Fiction rarely appeals compared to manuals I lose track of time when ideas spark Crowded rooms charge my spirit like electricity I process setbacks, then move forward",y,n,y,n,n
"After social storms, I retreat into books Kindness feels like common sense in motion Books on quantum poetry excite me Punctuality is my silent love language I breathe evenly through most tempests",n,n,y,y,y
Punctuality is my silent love language Silence bores me; I chase the next social spark Art museums feel like playgrounds I value honesty above fragile feelings My mood is a calm lake at dawn,y,n,n,y,y
"Gentle words soften the hardest debates Deadlines feel like friendly checkpoints I rely on proven methods, not wild notions Parties feel like home turf where I refuel Tiny worries grow into forests in my head",y,y,y,y,n
"My desk is chaos where creativity blooms Mood swings arrive without invitation or warning Art museums feel like playgrounds I value honesty above fragile feelings After social storms, I retreat into books",n,y,n,n,y
"I question every rule before following Parties feel like home turf where I refuel Optimism anchors me against dark currents Deadlines feel like friendly checkpoints I listen first, judge later, if ever",y,n,y,y,y
My desk is chaos where creativity blooms Quiet corners are my favourite kingdoms Debates are battles I aim to win Books on quantum poetry excite me I catch storms of doubt over clear skies,n,y,n,n,y
I speak blunt truths even if they cut I breathe evenly through most tempests I talk my ideas into existence with anyone nearby Formality suffocates my freeform workflow Abstract ideas glitter brighter than gold,y,n,n,n,y
"I rely on proven methods, not wild notions Crowds blur my thoughts; I prefer one deep voice I listen first, judge later, if ever Plans are suggestions, not iron gates Tiny worries grow into forests in my head",n,y,y,n,n
"My mood is a calm lake at dawn Parties feel like home turf where I refuel I value honesty above fragile feelings I double‑check locks, lights, and lines of code Fiction rarely appeals compared to manuals",y,n,n,y,n
Crowded rooms charge my spirit like electricity I catch storms of doubt over clear skies Sarcasm is my native dialect Deadlines bend to my last‑minute miracles Tradition steadies my steps like a familiar song,y,y,n,n,n
Gentle words soften the hardest debates Deadlines bend to my last‑minute miracles Books on quantum poetry excite me Stress slides off me like rain on glass I talk my ideas into existence with anyone nearby,y,n,y,n,y
Formality suffocates my freeform workflow Fiction rarely appeals compared to manuals Competition tastes sweeter than compromise Stress lingers even in calm rooms Silence bores me; I chase the next social spark,y,y,n,n,n
I thrive when surrounded by lively conversations I question every rule before following Kindness feels like common sense in motion Optimism anchors me against dark currents Deadlines feel like friendly checkpoints,y,n,y,y,y
"My desk is chaos where creativity blooms I replay mistakes in my mind like scratched vinyl I rely on proven methods, not wild notions Competition tastes sweeter than compromise Quiet corners are my favourite kingdoms",n,y,n,n,n
I lose track of time when ideas spark Mood swings arrive without invitation or warning Art museums feel like playgrounds Crowds blur my thoughts; I prefer one deep voice I value honesty above fragile feelings,n,y,n,n,y
"I listen first, judge later, if ever I prefer facts over fantasies Order calms me like deep breathing Worry rarely finds a foothold in my mind Crowded rooms charge my spirit like electricity",y,n,y,y,n
Tradition steadies my steps like a familiar song I’d rather make peace than score points Calendars and lists guide my every sunrise Anxiety knots itself around my late‑night thoughts Silence bores me; I chase the next social spark,y,y,y,y,n
Change is interesting— from a safe distance Being right matters more than being liked I talk my ideas into existence with anyone nearby Worry rarely finds a foothold in my mind I finish tasks before they have time to worry me,y,n,n,y,n
"Fiction rarely appeals compared to manuals I process setbacks, then move forward I value honesty above fragile feelings Spontaneity steers my daily map Small talk drains my battery to red",n,n,n,n,n
Stress slides off me like rain on glass I speak blunt truths even if they cut I collect perspectives the way others collect stamps My desk is chaos where creativity blooms I talk my ideas into existence with anyone nearby,y,n,n,n,y
Gentle words soften the hardest debates Abstract ideas glitter brighter than gold My mood is a calm lake at dawn Order calms me like deep breathing Parties feel like home turf where I refuel,y,n,y,y,y
"Competition tastes sweeter than compromise I rely on proven methods, not wild notions Crowds blur my thoughts; I prefer one deep voice Calendars and lists guide my every sunrise Tiny worries grow into forests in my head",n,y,n,y,n
Mood swings arrive without invitation or warning I’d rather make peace than score points Long talks exhaust me faster than a night run Deadlines feel like friendly checkpoints Art museums feel like playgrounds,n,y,y,y,y
"I finish tasks before they have time to worry me I listen first, judge later, if ever Art museums feel like playgrounds Crowded rooms charge my spirit like electricity Stress slides off me like rain on glass",y,n,y,y,y
"Debates are battles I aim to win Books on quantum poetry excite me After social storms, I retreat into books Spontaneity steers my daily map I replay mistakes in my mind like scratched vinyl",n,y,n,n,y
Gentle words soften the hardest debates Crowds blur my thoughts; I prefer one deep voice I chase new experiences like constellations Formality suffocates my freeform workflow Tiny worries grow into forests in my head,n,y,y,n,y
"Order calms me like deep breathing After social storms, I retreat into books Debates are battles I aim to win I question every rule before following My mood is a calm lake at dawn",n,n,n,y,y
Abstract ideas glitter brighter than gold I replay mistakes in my mind like scratched vinyl Deadlines bend to my last‑minute miracles I talk my ideas into existence with anyone nearby I’d rather make peace than score points,y,y,y,n,y
